Id	LogicDataFile	Description	TrueDescription	Icon	ActivateLevel	Passivity	RangeMin	RangeMax	SkillCoefficient	TargetType	TargetSelectType	CD	CostHp	CostRage	CostEnergy	CostEnergyCore	CostItemId	BreakType	Category	LevelUpCostType	LiftSkillId	LiftCostItem	LiftCostItemNum	CanStartWhenStiffness	CanStartWhenHitFly	CanStartWhenKnockDown	NextSkillId	QSkillId	ESkillId	LockInputTime	NextInputTime	TargetChooseRange	ShowName	ShowDescription	ShowAtlasPath	ShowIconName	ShowCD	ShowSteps	ShowCostEnergy	ShowDamage	ShowDamagePerLevel	ShowSteps2Dec	ShowSteps3Dec	ShowSteps4Dec
120332	Cike/level03/Cike_Skill03_32.dsl	风刃杀二段			1	0			0	2	2	10	0		0	0	0	10	4		120342	916031	60				120333			0.5	1.5		风刃杀	旋转身体垂直上踢，将周围目标击飞，并照成一定伤害	UI_AtlasDynamic/skill/skill	ck03	14	3		12.6	0.504	增加风刃杀的范围	风刃杀后可追加升龙刃，最目标照成对此打击	强化升龙刃，使升龙刃可以获得更多的打击次数
120333	Cike/level03/Cike_Skill03_33.dsl	升龙刃			1	0			0	2	2	0	0		0	0	0	10	4		120343									0.8	1				UI_AtlasDynamic/skill/skill	ck03	0	3						
120431	Cike/level03/Cike_Skill04_31.dsl	瞬身一段			1	0			0	2	2	6	0		0	0	0	11	5		120441	916041	60				120432			0.2	1.5		瞬身	向身前瞬身一段距离，对沿途穿过的目标造成少量伤害	UI_AtlasDynamic/skill/skill	ck04	6	3		1	0.04	减少瞬身术的CD时间	瞬身后可再次追加瞬身二段	进一步减少瞬身术的CD时间
120432	Cike/level03/Cike_Skill04_32.dsl	瞬身二段			1	0			0	2	2	1	0		0	0	0	11	5		120442									0.2	1				UI_AtlasDynamic/skill/skill	ck04	2	3						
120433	Cike/level03/Cike_Skill04_33.dsl	受身瞬身			1	0			0	2	2	1	0		0	0	0	11	5		120443									0	1						0	3						
120531	Cike/level03/Cike_Skill05_31.dsl	瞬身前斩			1	0			0	2	2	17	0		0	0	0	11	10		120541						120532			0	1		瞬身斩	瞬身斩·三阶			0	3						
120532	Cike/level03/Cike_Skill05_32.dsl	瞬身后斩			1	0			0	2	2	0	0		0	0	0	11	10		120542									0	1						0	3						
120631	Cike/level03/Cike_Skill06_31.dsl	影袭二段1			1	0			0	2	2	5	0		0	0	0	10	10		120641						120632			0	1		飞影	飞影·三阶			0	3						
120632	Cike/level03/Cike_Skill06_32.dsl	影袭二段2			1	0			0	2	2	1	0		0	0	0	10	10		120642									0	1						0	3						
#    刺客四阶技能																																												
120141	Cike/level04/Cike_Skill01_41.dsl	刃旋			1	0			0	2	2	6	0		7	0	0	11	2								120142			0.6	1		刃旋	旋转切割，被波及到的目标会受到伤害	UI_AtlasDynamic/skill/skill	ck01	6	1	7	8	0.32			
120142	Cike/level04/Cike_Skill01_42.dsl	影刃			1	0			0	2	2	1	0		0	0	0	11	2											0.3	1.5		影刃		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
120241	Cike/level04/Cike_Skill02_41.dsl	挑空			1	0			0	2	2	9	0		15	0	0	21	3								120242			0.5	1		挑空	挥刀上挑将身前目标击飞，并照成一定伤害	UI_AtlasDynamic/skill/skill	ck02	9	1	15	11.2	0.448			
120242	Cike/level04/Cike_Skill02_42.dsl	飞踢			1	0			0	2	2	0	0		0	0	0	21	3											0.8	1.6		飞踢		UI_AtlasDynamic/skill/skill	ck02	0	1	0					
120243	Cike/level04/Cike_Skill02_43.dsl	流星			1	0			0	2	2	5	0		0	0	0	21	3											0.6	1		流星		UI_AtlasDynamic/skill/skill	ck02	5	1	0					
120341	Cike/level04/Cike_Skill03_41.dsl	回旋破			3	0			0	2	2	14	0		18	0	0	10	4								120342			0.5	1.5		回旋破	旋转身体垂直上踢，将周围目标击飞，并造成一定伤害	UI_AtlasDynamic/skill/skill	ck03	14	1	12	12	0.48			
120342	Cike/level04/Cike_Skill03_42.dsl	升龙刃			1	0			0	2	2	0	0		0	0	0	10	4											0.8	1.5		升龙刃		UI_AtlasDynamic/skill/skill	ck03	0	1	0					
120441	Cike/level04/Cike_Skill04_41.dsl	瞬身一段			15	0			0	2	2	6	0		7	0	0	11	5					TRUE						0.2	1.5		瞬身	向身前瞬身一段距离	UI_AtlasDynamic/skill/skill	ck04	6	1	7	1	0.04			
120442	Cike/level04/Cike_Skill04_42.dsl	瞬身二段			1	0			0	2	2	1	0		0	0	0	11	5					TRUE						0.2	1		瞬身二段		UI_AtlasDynamic/skill/skill	ck04	1	1	0					
120541	Cike/level04/Cike_Skill05_41.dsl	瞬身前斩			20	0			0	2	2	17	0		32	0	0	11	0								120542			0	1		瞬身·斩	瞬身到目标身前进行一次斩击，对目标造成一定伤害和硬直	UI_AtlasDynamic/skill/skill	ck05	17	1	30	13	0.864			
120542	Cike/level04/Cike_Skill05_42.dsl	瞬身后斩			1	0			0	2	2	0	0		0	0	0	11	0											0	1		瞬身后斩		UI_AtlasDynamic/skill/skill	ck05	0	1	0					
120641	Cike/level04/Cike_Skill06_41.dsl	影袭一段			25	0			0	2	2	6	0		7	0	0	10	0								120642			0	1		影袭	向身打出一个影分身，影分身向前行进，遭遇目标或达到最大行进距离有进行一次斩击	UI_AtlasDynamic/skill/skill	ck01	6	1	7					
120642	Cike/level04/Cike_Skill06_42.dsl	影袭二段			1	0			0	2	2	0	0		0	0	0	10	0											0	1		影袭二段		UI_AtlasDynamic/skill/skill	ck01	0	1	0					
120741	Cike/level04/Cike_Skill07_41.dsl	瞬狱影阵杀一段			1	0			0	2	2	1	0	300	0	0	0	10	10											0	1		瞬狱影阵	瞬狱影阵杀	UI_AtlasDynamic/skill/skill	ck01	30	1	0					
120742	Cike/level04/Cike_Skill07_42.dsl	瞬狱影阵杀二段			1	0			0	2	2	1	0		0	0	0	10	10											0	1		瞬狱影阵杀二段		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
120841	Cike/level04/Cike_Skill08_41.dsl	影子模仿一段			9	0			0	2	2	28	0		40	0	0	10	0											0.21	5.1		影子模仿	向身前召唤一个影分身，影分身会持续一段时间，期间影分身会模仿刺客的一切动作	UI_AtlasDynamic/skill/skill	ck06	28	1	40	1				
120842	Cike/level04/Cike_Skill08_42.dsl	影子模仿二段			1	0			0	2	2	0	0		0	0	0	11	0											0	1		影子模仿二段		UI_AtlasDynamic/skill/skill	ck06	0	1	0					
120843	Cike/level04/Cike_Skill08_43.dsl	影子模仿三段			1	0			0	2	2	0	0		0	0	0	10	0											0	1		影子模仿三段		UI_AtlasDynamic/skill/skill	ck06	0	1	0					
120941	Cike/level04/Cike_Skill09_41.dsl	九刃一段			1	0			0	2	2	1	0		0	0	0	10	0											0	1		九刃一段		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
120942	Cike/level04/Cike_Skill09_42.dsl	九刃二段			1	0			0	2	2	1	0		0	0	0	10	0											0	1		九刃二段		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121041	Cike/level04/Cike_Skill10_41.dsl	十刃一段			1	0			0	2	2	1	0		0	0	0	10	0											0	1		十刃一段		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121042	Cike/level04/Cike_Skill10_42.dsl	十刃二段			1	0			0	2	2	1	0		0	0	0	10	0											0	1		十刃二段		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121141	Cike/level04/Cike_Skill11_41.dsl	双斩OB			1	0			0	2	2	1	0		0	0	0	11	0								121142			0.4	1.5		双斩OB		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121142	Cike/level04/Cike_Skill11_42.dsl	刃旋OB			1	0			0	2	2	1	0		0	0	0	11	0											0.3	1.5		刃旋OB		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121143	Cike/level04/Cike_Skill11_43.dsl	影刃OB			1	0			0	2	2	1	0		0	0	0	11	0											0.3	1.5		影刃OB		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121241	Cike/level04/Cike_Skill12_41.dsl	挑空OB			1	0			0	2	2	1	0		0	0	0	21	0								121242			0.4	1.5		挑空OB		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121242	Cike/level04/Cike_Skill12_42.dsl	飞踢OB			1	0			0	2	2	1	0		0	0	0	21	0								121243			0.1	1		飞踢OB		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121243	Cike/level04/Cike_Skill12_43.dsl	双切OB			1	0			0	2	2	1	0		0	0	0	21	0								121244			0.1	1		双切OB		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
121244	Cike/level04/Cike_Skill12_44.dsl	流星OB			1	0			0	2	2	1	0		0	0	0	21	0											0.6	1		流星OB		UI_AtlasDynamic/skill/skill	ck01	1	1	0					
#战士																																												
160000	zhankuang/zhankuang_combat2idle.dsl	战士从战斗状态切换为非战状态			1	0			0	2	2	1	0		0	0	0	0	12											0	1								0					
160001	zhankuang/zhankuang_pugong.dsl	战士普攻1			1	0			0	2	2	0.1	0		0	0	0	10	1								160002			0.1	0.9				UI_AtlasDynamic/skill/skill	attack2			0					
160002	zhankuang/zhankuang_pugong.dsl	战士普攻2			1	0			0	2	2	0.1	0		0	0	0	10	1								160003			0.1	1				UI_AtlasDynamic/skill/skill	attack2			0					
160003	zhankuang/zhankuang_pugong.dsl	战士普攻3			1	0			0	2	2	0.1	0		0	0	0	10	1								160004			0.1	1				UI_AtlasDynamic/skill/skill	attack2			0					
160004	zhankuang/zhankuang_pugong.dsl	战士普攻4			1	0			0	2	2	0.1	0		0	0	0	10	1											0.1	1				UI_AtlasDynamic/skill/skill	attack2			0					
160005	zhankuang/zhankuang_shuashuai.dsl	战士扮酷			1	0			0	2	2	1	0		0	0	0	0	13											0	1								0					
160101	zhankuang/zhankuang_xuanfengzhan.dsl	旋风斩4-1			20	0			0	2	2	4	0		16	0	0	30		1							160102			0.6	2		旋风斩	向前旋转造成多次打击。	UI_AtlasDynamic/skill/skill	js06	15	1	16	13.2	0.528			
160102	zhankuang/zhankuang_xuanfengzhan.dsl	旋风斩4-2			0	0			0	2	2	11	0		0	0	0	30		1										0.6	2		旋风斩		UI_AtlasDynamic/skill/skill	js06	0	1	0	13.2	0.528			
160201	zhankuang/zhankuang_fenglunzhan.dsl	风轮斩4-1			1	0			0	2	2	5	0		7	0	0	30		2							160202			0.6	2		风轮斩	向前挥砍两次将敌人击飞；再次点击触发二段风轮多段伤害。	UI_AtlasDynamic/skill/skill	js01	7	1	7	10	1			
160202	zhankuang/zhankuang_fenglunzhan.dsl	风轮斩4-2			0	0			0	2	2	2	0		0	0	0	30		2										0.6	2		风轮斩		UI_AtlasDynamic/skill/skill	js01	0	1	0	10	1			
160301	zhankuang/zhankuang_shanshen.dsl	闪身4-1			7	0			0	2	2	6	0		7	0	0	20		3							160302				2		闪身	快速移动一段距离，期间角色免疫控制。	UI_AtlasDynamic/skill/skill	js03	7	1	7	0	0			
160302	zhankuang/zhankuang_shanshen.dsl	闪身4-2			0	0			0	2	2	1	0		0	0	0	20		3											2		闪身		UI_AtlasDynamic/skill/skill	js03	0	1	0	0	0			
160401	zhankuang/zhankuang_julitiaokong.dsl	巨力挑空4-1			3	0			0	2	2	14	0		20	0	0	30		4										0.3	2		巨力挑空	将敌人挑至空中，之后击远，可以破除霸体。	UI_AtlasDynamic/skill/skill	js03	14	1	20	10	1			
160402	zhankuang/zhankuang_julitiaokong.dsl	巨力挑空4-2			0	0			0	2	2	0	0		0	0	0	30		4										0.3	2		巨力挑空		UI_AtlasDynamic/skill/skill	js03	0	1	0	10	1			
160501	zhankuang/zhankuang_jujianchongji.dsl	巨剑冲击4-1			0	0			0	2	2	1	0		0	0	0	30		5							160502				2		巨剑冲击	投掷手中的巨剑攻击敌人。	UI_AtlasDynamic/skill/skill	js05	1	1	0	12	1.2			
160502	zhankuang/zhankuang_jujianchongji.dsl	巨剑冲击4-2			0	0			0	2	2	1	0		0	0	0	30		5											2		巨剑冲击		UI_AtlasDynamic/skill/skill	js05	1	1	0	12	1.2			
160601	zhankuang/zhankuang_jiantuoye.dsl	剑拖曳4-1			0	0			0	2	2	1	0		0	0	0	30		6											2		剑拖曳	向前奔跑拖动沿途的敌人。	UI_AtlasDynamic/skill/skill	js05	1	1	0	24	2.4			
160701	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-1			20	0			0	2	2	24	0		30	0	0	20		7											2		疯狂连斩	开启疯狂模式，增强普攻。	UI_AtlasDynamic/skill/skill	js05	24	1	30	30	3			
160702	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-2			0	0			0	2	2	0	0		0	0	0	10		7							160703			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
160703	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-3			0	0			0	2	2	0	0		0	0	0	10		7							1607051			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
1607021	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-2			0	0			0	2	2	0	0		0	0	0	10		7							1607031			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
1607031	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-3			0	0			0	2	2	0	0		0	0	0	10		7							1607052			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
160704	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-4			0	0			0	2	2	0	0		0	0	0	10		7							160705			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
1607041	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-4			0	0			0	2	2	0	0		0	0	0	10		7										0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
160705	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-5			0	0			0	2	2	0	0		0	0	0	10		7							160706			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
160706	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-6			0	0			0	2	2	0	0		0	0	0	10		7							1607021			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
1607051	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-5			0	0			0	2	2	0	0		0	0	0	10		7							1607061			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
1607061	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-6			0	0			0	2	2	0	0		0	0	0	10		7							160704			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
1607052	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-5			0	0			0	2	2	0	0		0	0	0	10		7							1607062			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
1607062	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-6			0	0			0	2	2	0	0		0	0	0	10		7							1607041			0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
160707	zhankuang/zhankuang_fengkuanglianzhan.dsl	疯狂连斩4-7			0	0			0	2	2	0	0		0	0	0	10		7										0.1	2		疯狂连斩		UI_AtlasDynamic/skill/skill	js05	0	1	0	30	3			
160801	zhankuang/zhankuang_jianchong.dsl	剑冲4-1			1	0			0	2	2	8	0		8	0	0	30		8											2		绞杀	发射三个冲击波将敌人击高，之后触发绞杀多次打击。	UI_AtlasDynamic/skill/skill	js02	8	1	8	8.3	0.332			
