Id	LogicId	GfxLogicId	Description	ImpactType	ImpactTime	BreakSuperArmor	DamageType	ElementType	DamageValue	DamageRate	LevelRate	BuffDataId	MaxRank	AnimationInfo	LockFrameInfo	AnimationType	MoveMode	CurveMove	AdjustPoint	AdjustAppend	AdjustDegreeXZ	AdjustDegreeY	MaxDist	FallDownTime	OnGroundTime	GetUpTime	IsDeadDisappear	CanBeCancel	IsAbsorbHurt	IsReflect	IsDamageDisappear	IsFightDisappear	IsShootDisappear	IsSkillDisappear	Effect0	Effect1	Effect2	Effect3	Effect4	ParamNum	ParamDesc0	Param0	ParamDesc1	Param1	ParamDesc2	Param2	ParamDesc3	Param3	ParamDesc4	Param4	ParamDesc5	Param5	ParamDesc6	Param6	ParamDesc7	Param7
12990002	1	1	推怪	1	1000	FALSE	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.02 0 0 25 0 0 0	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	0	怒气值	0										
12990003	3	0	伤害免疫	1	2000	FALSE	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							3	延时	0	HP伤害	0	怒气值	0										
12990004	5	0	停止受击状态	1	5000	FALSE	1		0		0.1	0	0			1|2	0		0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							2	停止逻辑编号	1	类型id：0=impactid，1=logicid，2=gfxid	2		0										
12990005	2	0	EX霸体	1	10000	FALSE	0			0		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE							1	霸体类型	1														
12000101	1	1	刺客普攻一段1	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	0										
12000102	1	1	刺客普攻一段2	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000103	1	2	刺客普攻一段1（浮空）	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 15 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	0										
12000104	1	2	刺客普攻一段2（浮空）	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1	0	0 0.2 0 3 18 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000201	1	1	刺客普攻二段1	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 10 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	0										
12000202	1	1	刺客普攻二段2	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000203	1	1	刺客普攻二段3	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1	0	0 0.2 0 0 20 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000204	1	2	刺客普攻二段1（浮空）	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 10 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	0										
12000205	1	2	刺客普攻二段2（浮空）	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 10 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000206	1	2	刺客普攻二段3（浮空）	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1	0	0 0.2 0 3 20 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	0										
12000301	1	1	刺客普攻三段1	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 8 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	0										
12000302	1	1	刺客普攻三段2	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1	0	0 0.2 0 0 8 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000303	1	1	刺客普攻三段3	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 0 15 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	0										
12000304	1	2	刺客普攻三段1（浮空）	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 10 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000305	1	2	刺客普攻三段2（浮空）	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		1	0	0 0.2 0 3 10 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000306	1	2	刺客普攻三段3（浮空）	1	1000	FALSE	0			0.35		0	0	0 0.1 0.1 0.1 0.9 0.4 1		2	0	0 0.2 0 3 15 0 0 -100	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000401	1	2	刺客普攻四段1	1	1000	FALSE	0			0.85		0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.15 0 0 40 0 0 -150	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12000402	1	2	刺客普攻四段1（浮空）	1	1000	FALSE	0			0.85		0	0	0 0.1 0.1 0.1 0.9 0.4 1		0	0	0 0.15 0 3 40 0 0 -150	0 5 3	0	0	0	10	0.2	0.1	0.7	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-85	怒气值	0										
12010101	1	1	突斩一段1	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 0 20 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12010102	1	1	突斩一段2	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 0 18 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12010103	1	2	突斩一段1（浮空）	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 3 20 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
12010104	1	2	突斩一段2（浮空）	1	1000	FALSE	0			1	0.04	0	0	0 0.1 0.1 0.1 0.9 0.4 1		1|2	0	0 0.2 0 3 18 0 0 -100	0 5 3	0	0	0	10				FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		12000101|12000102|12000103|12000104|12000105|12000106					3	延时	0	HP伤害	-100	怒气值	1										
