Id	Name	ShowName	Level	NpcType	Portrait	Scale	CauseStiff	AcceptStiff	AcceptStiffEffect	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddWalkSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	SuperArmor	ViewRange	GohomeRange	ReleaseTime	IsRange	SkillList	CanMove	CanHitMove	CanRotate	Model	ActionId	BornEffect	MeetEnemyImpact	MeetEnemyStayTime	MeetEnemyWalkTime	IsAttachControler	AttachNodeName	CanBomb	Cross2StandTime	Cross2RunTime	DeadAnimTime	AvoidanceRadius	ShapeType	ShapeParamNum	ShapeParamName0	ShapeParam0	ShapeParamName1	ShapeParam1	ShapeParamName2	ShapeParam2	ShapeParamName3	ShapeParam3	ShapeParamName4	ShapeParam4	ShapeParamName5	ShapeParam5	ShapeParamName6	ShapeParam6	ShapeParamName7	ShapeParam7
1022	骨斧小狼人		1	0	G1022					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300203|300204	TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022			1000	1500			FALSE				1	Circle	1	半径	0.3														
1033	王国军火枪兵		1	0	G1033					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300302|300303	TRUE	TRUE	TRUE	Monster/Campaign_Wild/03_KDArmy/5_Mon_KDMusketeer_01	1033			1000	1500			FALSE				1	Circle	1	半径	0.3														
1034	王国军霰弹枪兵		1	0	G1034					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300301|300304|300305	TRUE	TRUE	TRUE	Monster/Campaign_Wild/03_KDArmy/5_Mon_KDShotgun_01	1034			1000	1500			FALSE				1	Circle	1	半径	0.3														
1043	银盾军激光枪兵		1	0	G1043					10000	10000	500	250	0	0	0	0	0	0	0	250	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300401|300402	TRUE	TRUE	TRUE	Monster/Campaign_Wild/04_SilverShield/5_Mon_SSLaser_01	1043			1000	1500			FALSE				1	Circle	1	半径	0.3														
1051	钻地鼠人		1	0	G1051					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300501|300502	TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_BurrowMouse_01	1051			1000	1500			FALSE				1	Circle	1	半径	0.3														
1052	瘟疫鼠人		1	0	G1052					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300503	TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_PlagueMouse_01	1052			1000	1500			FALSE				1	Circle	1	半径	0.3														
1053	小鼠人		1	0	G1053					10000	10000	500	250	0	0	0	0	0	0	0	400	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300504	TRUE	TRUE	TRUE	Monster/Campaign_Wild/05_Mouse/5_Mon_SmallMouse_01	1053			1000	1500			FALSE				1	Circle	1	半径	0.3														
1061	壮汉大锤		1	0	G1061					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300605|300606	TRUE	TRUE	TRUE	Monster/Campaign_Wild/06_BlackSmith/5_Mon_KAWarhammer_01	1061			1000	1500			FALSE				1	Circle	1	半径	0.3														
1062	壮汉加农炮		1	0	G1062					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300601|300603	TRUE	TRUE	TRUE	Monster/Campaign_Wild/06_BlackSmith/5_Mon_KACannon_01	1062			1000	1500			FALSE				1	Circle	1	半径	0.3														
1071	独眼巨人大锤		1	0	G1061					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	300701|300702	TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_01	1071			1000	1500			FALSE				1	Circle	1	半径	0.3														
1072	独眼巨人巨石		1	0	G1062					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300703|300704	TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_02	1072			1000	1500			FALSE				1	Circle	1	半径	0.3														
2011	僵尸男赤		1	0	G2011					10000	10000	500	250	0	0	0	0	0	0	0	200	50	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310101|310102	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_01	2011			1000	1500			FALSE				1	Circle	1	半径	0.3														
2012	僵尸男青		1	0	G2012					10000	10000	500	250	0	0	0	0	0	0	0	200	50	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310104|310103	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_02	2012			1000	1500			FALSE				1	Circle	1	半径	0.3														
2013	僵尸女		1	0	G2013					10000	10000	500	250	0	0	0	0	0	0	0	200	50	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310105|310106	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_03	2013			1000	1500			FALSE				1	Circle	1	半径	0.3														
2021	骷髅剑盾		1	0	G2021					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310201|310202	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonSword_01	2021			1000	1500			FALSE				1	Circle	1	半径	0.3														
2022	骷髅骨棒		1	0	G2022					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310204|310203	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonBone_01	2022			1000	1500			FALSE				1	Circle	1	半径	0.3														
2023	骷髅斧头		1	0	G2023					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310205|310206	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonAxe_01	2023			1000	1500			FALSE				1	Circle	1	半径	0.3														
2031	矿工锄头		1	0	G2031					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	7	1000	400	TRUE	310303|310304	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_HoeMiner_01	2031			1000	1500			FALSE				1	Circle	1	半径	0.3														
2032	矿工水晶爆破者		1	0	G2032					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	310301	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_BombMiner_01	2032			1000	1500			FALSE				1	Circle	1	半径	0.3														
2041	死灵法师		1	0	G2041					10000	10000	500	250	0	0	0	0	0	0	0	400	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	310401|310403|310408|310417	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/04_Necro/5_Mon_Necromancer_01	2041			1000	1500			FALSE				1	Circle	1	半径	0.3														
2042	死灵巫师		1	0	G2042					10000	10000	500	250	0	0	0	0	0	0	0	400	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	310405|310406|310407|310408	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/04_Necro/5_Mon_Necromancer_02	2042			1000	1500			FALSE				1	Circle	1	半径	0.3														
2051	尸腐兽		1	0	G1062					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/05_Carrion/5_Mon_Carrion_01	2051			1000	1500			FALSE				1	Circle	1	半径	0.3														
3011	托赖辟玛剑盾兵		1	0	G3012					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320101|320102	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011			1000	1500			FALSE				1	Circle	1	半径	0.3														
3012	托赖辟玛长矛兵		1	0	G3012					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012			1000	1500			FALSE				1	Circle	1	半径	0.3														
3013	托赖辟玛弩箭兵		1	0	G3013					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320106|320107	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013			1000	1500			FALSE				1	Circle	1	半径	0.3														
3021	圣卫军剑盾兵		1	0	G3021					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320201|320202|320203	TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJBlade_01	3021			1000	1500			FALSE				1	Circle	1	半径	0.3														
3022	圣卫军长矛兵		1	0	G3022					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320204|320205	TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJSpear_01	3022			1000	1500			FALSE				1	Circle	1	半径	0.3														
3023	圣卫军飞轮兵		1	0	G3023					10000	10000	500	250	0	0	0	0	0	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320206|320207	TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023			1000	1500			FALSE				1	Circle	1	半径	0.3														
5011	魔化狂战士		1	0	G5011					119000	10000	800	1500	1500	5	150	105	105	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	380101|380102|380103|380104|380105|380106	TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_NiuTou_01	5011			1000	1500			FALSE				1	Circle	1	半径	0.3														
5012	席列		1	0	G5012	1.1				119000	10000	800	1500	1500	5	150	105	105	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	380201|380202|380203|380205|380207|380209|380210	TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_XiLie_01	5012	Monster_FX/Boss/6_Mon_BossSign_01		1000	1500			FALSE				1	Circle	1	半径	0.3														
5013	忽伦		1	0	G5013	1.4		FALSE		119000	10000	800	1500	1500	5	150	105	105	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	380301|380302|380303|380304|380305|380306|380307|380308	TRUE	TRUE	TRUE	Monster/BOSS/5_IP_HuLun_01	5013			1000	1500			FALSE				1	Circle	1	半径	0.3														
5014	伊娜		1	0	G5013					119000	10000	800	1500	1500	5	150	105	105	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	400001|400002|400003|400004|400101|400201|400301|400401|400402|400403|400404|400501|400601	TRUE	TRUE	TRUE	Monster/BOSS/5_IP_YiNa_01	5014			1000	1500			FALSE				1	Circle	1	半径	0.3														
5015	涅德泛		1	0	G5013	1.1				119000	10000	800	1500	1500	5	150	105	105	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE		TRUE	TRUE	TRUE	Monster/BOSS/5_IP_Niedefan_01	5015			1000	1500			FALSE				1	Circle	1	半径	0.3														
5016	朱罗夫		1	0	G3012	1.1				119000	10000	800	1500	1500	5	150	105	105	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	380401	TRUE	TRUE	TRUE	Monster/Boss/5_Boss_DaZhuang_01	5016			1000	1500			FALSE				1	Circle	1	半径	0.3														
#主城NPC																																																																							
9001	卫兵	TRUE	1	0	G1043	1.1				10000	10000	500	250	0	0	0	0	0	0	0	250	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300401|300402	TRUE	TRUE	TRUE	Monster/Campaign_Wild/04_SilverShield/5_Mon_SSLaser_01_simple	1044			1000	1500			FALSE				1	Circle	1	半径	0.3														
9002	涅德泛	TRUE	1	0	G5013					119000	10000	800	1500	1500	5	150	105	105	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE		TRUE	TRUE	TRUE	Monster/BOSS/5_IP_Niedefan_01	5015			1000	1500			FALSE				1	Circle	1	半径	0.3														
9003	忽伦	TRUE	1	0	G5013					119000	10000	800	1500	1500	5	150	105	105	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	380301|380302|380303|380304|380305|380306|380307|380308	TRUE	TRUE	TRUE	Npc/5_IP_HuLun_Friend_01	5013			1000	1500			FALSE				1	Circle	1	半径	0.3														
#物理破坏物																																																																							
100002	木栅栏		1	10			FALSE	FALSE	FALSE	1	1	1	1	1	5	150	105	105	0	0	0	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	800	FALSE		FALSE	FALSE	FALSE	Npc/Physic/2_YiZhan_MuZhaLan_02_WuLi	100001			0	0			FALSE				1	Circle	1	半径	0.3														
#剧情关卡怪物																																																																							
#剧情关1-1 8月版本暂无																																																																							
#剧情关1-2 八月版本第一关																																																																							
101201	托赖辟玛长矛兵		1	0	G3012		FALSE	TRUE		14700	10000	200	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012			1000	1500			FALSE				1	Circle	1	半径	0.3														
101202	托赖辟玛弩箭兵		1	0	G3013		FALSE	TRUE		13700	10000	300	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320106|320107	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013			1000	1500			FALSE				1	Circle	1	半径	0.3														
101203	进攻托赖辟玛长矛兵		1	0	G3012		FALSE	TRUE		33200	10000	400	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	35	1000	400	TRUE	320103|320104|320105	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012			0	0			FALSE				1	Circle	1	半径	0.3														
101204	进攻托赖辟玛弩箭兵		1	0	G3013		FALSE	TRUE		43700	10000	500	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	35	1000	400	TRUE	320106|320107	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013			0	0			FALSE				1	Circle	1	半径	0.3														
#剧情关1-3 八月版本第二关																																																																							
101301	托赖辟玛剑盾兵		1	0	G3012		FALSE	TRUE		30100	10000	1400	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320101|320102	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011			1000	1500			FALSE				1	Circle	1	半径	0.3														
101302	托赖辟玛长矛兵		1	0	G3012		FALSE	TRUE		20700	10000	1500	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012			1000	1500			FALSE				1	Circle	1	半径	0.3														
101303	托赖辟玛弩箭兵		1	0	G3013		FALSE	TRUE		17400	10000	1700	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320106|320107	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013			1000	1500			FALSE				1	Circle	1	半径	0.3														
101304	进攻托赖辟玛长矛兵		1	0	G3012		FALSE	TRUE		42700	10000	1800	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	35	1000	400	TRUE	320103|320104|320105	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012			0	0			FALSE				1	Circle	1	半径	0.3														
101305	进攻托赖辟玛弩箭兵		1	0	G3013		FALSE	TRUE		33400	10000	2000	250	250	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	35	1000	400	TRUE	320106|320107	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013			0	0			FALSE				1	Circle	1	半径	0.3														
101306	托赖辟玛长矛兵BOSS		1	0	G3012	1.3	TRUE	TRUE		173600	10000	3000	500	500	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105	TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012			1000	1500			FALSE				1	Circle	1	半径	0.3														
101399	友军忽伦		1	11	G5013		TRUE	TRUE		101900	10000	13400	1500	1500	25	190	155	155	1000	0	450	150	0	0	0	0	0	0	0	50	600	FALSE	35	1000	400	TRUE	380311|380312|380313|380316|380317|380318	TRUE	TRUE	TRUE	Npc/5_IP_HuLun_Friend_01	5013			0	0			FALSE				1	Circle	1	半径	0.3														
#剧情关1-4 八月版本第三关																																																																							
101401	斧头布鲁夫		2	0	G1011		FALSE	TRUE		20200	10000	1500	500	500	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	200	FALSE	7	1000	400	TRUE	300103|300104	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011			1000	1500			FALSE				1	Circle	1	半径	0.3														
101402	掷矛布鲁夫		2	0	G1012		FALSE	TRUE		16200	10000	1700	500	500	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	200	FALSE	10	1000	400	TRUE	300105	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012			1000	1500			FALSE				1	Circle	1	半径	0.3														
101403	远程炮台纵火布鲁夫		2	0	G1014	1.3	FALSE	TRUE		15000	10000	1900	500	500	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	200	FALSE	50	1000	400	TRUE	300107|300109|300120|300121	FALSE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014			0	0			FALSE				1	Circle	1	半径	0.3														
101404	斧头布鲁夫BOSS		2	0	G1011	1.3	TRUE	TRUE		161600	10000	3000	1000	1000	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	200	FALSE	7	1000	400	TRUE	300103|300104	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011			1000	1500			FALSE				1	Circle	1	半径	0.3														
101494	铁栅栏		2	10			FALSE	FALSE	FALSE	50200	10000	100	500	500	5	150	105	105	0	0	0	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	800	FALSE		FALSE	FALSE	FALSE	Npc/Physic/2_YiZhan_MuZhaLan_02_WuLi	100001			0	0			FALSE				1	Circle	1	半径	0.3														
101495	木栅栏		2	10			FALSE	FALSE	FALSE	8200	10000	100	500	500	5	150	105	105	0	0	0	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	800	FALSE		FALSE	FALSE	FALSE	Npc/Physic/2_YiZhan_MuZhaLan_02_WuLi	100001			0	0			FALSE				1	Circle	1	半径	0.3														
101496	目标点		2	0			FALSE	FALSE	FALSE	9999999	10000	100	500	500	5	150	105	105	0	0	0	112	0	0	0	0	0	0	0	50	200	FALSE	0	1000	1000	FALSE		FALSE	FALSE	FALSE	Npc/NullActor				0	0			FALSE				1	Circle	1	半径	0.3														
101497	王国军火枪兵 卫兵		2	7	G1033		TRUE	TRUE		17800	10000	1600	500	500	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	300302|300303	TRUE	TRUE	TRUE	Monster/Campaign_Wild/03_KDArmy/5_Mon_KDMusketeer_01	1033			1000	1500			FALSE				1	Circle	1	半径	0.3														
101498	忽伦		2	7	G5013		TRUE	TRUE		261600	10000	4000	1000	1000	25	190	155	155	0	0	400	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE		TRUE	TRUE	TRUE	Npc/5_IP_HuLun_Friend_01	5013			1000	1500			FALSE				1	Circle	1	半径	0.3														
101499	涅德泛		2	7	G5013		TRUE	TRUE		291600	10000	3600	1000	1000	25	190	155	155	0	0	400	200	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE		TRUE	TRUE	TRUE	Monster/BOSS/5_IP_Niedefan_01	5015			1000	1500			FALSE				1	Circle	1	半径	0.3														
#剧情关1-1 八月版本第四关																																																																							
101101	斧头布鲁夫		3	0	G1011		FALSE	TRUE		24000	10000	1500	750	750	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	200	FALSE	7	1000	400	TRUE	300103|300104	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011			1000	1500			FALSE				1	Circle	1	半径	0.3														
101102	掷矛布鲁夫		3	0	G1012		FALSE	TRUE		19200	10000	1700	750	750	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	200	FALSE	10	1000	400	TRUE	300105	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012			1000	1500			FALSE				1	Circle	1	半径	0.3														
101103	纵火布鲁夫		3	0	G1014		FALSE	TRUE		18200	10000	1800	750	750	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	200	FALSE	10	1000	400	TRUE	300106	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014			1000	1500			FALSE				1	Circle	1	半径	0.3														
101104	魔化肖战士BOSS		3	0	G5011	0.8	TRUE	TRUE		162000	10000	2400	1500	1500	25	190	155	155	0	0	400	150	0	0	0	0	0	0	0	50	600	FALSE	10	1000	400	TRUE	380101|380102|380103|380104|380105|380106	TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_NiuTou_01	5011			1000	1500			FALSE				1	Circle	1	半径	0.3														
101105	暂时废弃掷矛布鲁夫BOSS		3	0	G1012	1.3	TRUE	TRUE		192000	10000	3000	1500	1500	5	150	105	105	0	0	345	112	0	0	0	0	0	0	0	50	200	FALSE	10	1000	400	TRUE	300105	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012			1000	1500			FALSE				1	Circle	1	半径	0.3														
#剧情关1-5 八月版本第五关																																																																							
